id,target
1,1897085.1
2,210739.1
3,137546.58
4,261845.92
5,107655.555
6,590052.0
7,229222.98
8,16881.143
9,97064.65
10,573042.9
11,747.72406
12,64383.49
13,51911.016
14,14887.041
15,1852852.9
16,16322.067
17,220268.19
18,26358.79
19,252859.38
20,104997.74
21,51546.246
22,24563.918
23,6612.412
24,232618.12
25,329662.2
26,270861.34
27,17102.164
28,295284.62
29,4211.6016
30,144901.14
31,273219.9
32,393582.3
33,165894.38
34,65351.2
35,979210.75
36,1771807.4
37,3173.085
38,337119.66
39,172380.55
40,3190814.8
41,423011.62
42,21743.14
43,164761.67
44,50872.535
45,48767.824
46,214118.0
47,188471.34
48,1721948.8
49,3987.1904
50,20447.795
51,25271.477
52,177711.45
53,533.8492
54,1033.8615
55,259688.58
56,80042.7
57,735517.06
58,115180.06
59,343895.0
60,129778.11
61,207091.73
62,203133.47
63,909543.6
64,33504.86
65,427503.94
66,166356.52
67,129805.22
68,248681.45
69,525679.1
70,476862.03
71,4772.9355
72,170864.12
73,195703.75
74,1780.4404
75,208554.02
76,10612.259
77,342493.2
78,82188.74
79,1818880.9
80,33735.684
81,697591.2
82,210371.42
83,10472.837
84,189723.25
85,29902.615
86,10579.062
87,4310964.0
88,19829.22
89,520200.78
90,21548.326
91,105195.8
92,410792.2
93,526527.06
94,238295.6
95,85359.37
96,27542920.0
97,133993.8
98,137920.28
99,8059.3315
100,102471.88
101,426836.25
102,301256.53
103,12092.149
104,395166.1
105,246980.2
106,409970.7
107,236773.98
108,567873.5
109,1529.7772
110,385240.5
111,100720.53
112,367307.78
113,211278.4
114,822471.6
115,84336.41
116,115688.01
117,38988.207
118,736303.06
119,41381.734
120,239955.55
121,364351.03
122,47911.516
123,180555.98
124,44465.137
125,1198045.0
126,214142.5
127,674508.8
128,242002.98
129,73747.15
130,155710.02
131,48338.812
132,4328.829
133,76895.71
134,197640.88
135,20440.6
136,96509.445
137,198771.81
138,73654.73
139,44019.574
140,48841.69
141,28197.998
142,125111.664
143,10794.331
144,19320.87
145,2751687.8
146,182723.55
147,99825.55
148,160621.56
149,439885.2
150,5074.2266
151,93271.555
152,7762.5522
153,257525.4
154,238311.5
155,247945.45
156,82404.19
157,70412.54
158,399864.25
159,4989.623
160,70138.76
161,204562.53
162,37651.47
163,75772.23
164,250070.34
165,226328.5
166,5776.6963
167,20120.957
168,430918.12
169,186799.48
170,11410.53
171,1094899700.0
172,198001.02
173,33233.844
174,287583.5
175,66515.07
176,103043.51
177,227224.52
178,89034.336
179,106946.195
180,423420.88
181,924483.8
182,39336.523
183,13464.189
184,19014.963
185,133786.69
186,291186.94
187,26446.695
188,35428.625
189,22285.744
190,169379.14
191,252055.72
192,111131.96
193,39687.457
194,6901.3076
195,66896.45
196,536632.9
197,1601945.1
198,433934.38
199,437135.97
200,20855.645
201,5276718.0
202,232999.11
203,286432.56
204,73285.33
