id,target
1,83.54379
2,61.160587
3,14.65522
4,8.416151
5,34.435326
6,32.306175
7,19.44942
8,170.50563
9,34.3096
10,24.613651
11,29.450449
12,26.093853
13,20.632454
14,80.15105
15,69.39389
16,19.70002
17,35.029152
18,30.286016
19,18.620317
20,23.299248
21,31.469707
22,31.282482
23,20.5699
24,20.367805
25,14.974253
26,73.694214
27,36.94159
28,16.202175
29,48.66604
30,673.5815
31,36.456264
32,40.34495
33,18.115978
34,38.865475
35,212.86266
36,62.701412
37,29.32919
38,28.320107
39,18.173935
40,131.87103
41,16.773222
42,135.12685
43,50.130417
44,14.903491
45,26.096863
46,41.353653
47,16.002935
48,43.83834
49,22.911741
50,26.087341
51,19.620995
52,10.952621
53,30.95274
54,21.632898
55,14.101088
56,27.134768
57,24.45337
58,28.8916
59,37.848804
60,40.20871
61,67.01764
62,16.615992
63,56.78313
64,16.618176
65,24.318966
66,35.764046
67,20.02431
68,17.443142
69,78.45677
70,25.716572
71,85.85674
72,20.096292
73,28.926498
74,21.411186
75,17.491827
76,110.09565
77,233.80334
78,39.69892
79,28.701221
80,21.285727
81,31.189686
82,17.554707
83,14.196249
84,18.86114
85,97.160286
86,91.41678
87,63.21135
88,33.376095
89,50.284027
90,14.204446
91,42.14801
92,31.135654
93,50.977127
94,240.94962
95,14.724203
96,313.71112
97,20.230267
98,49.506676
99,12.95638
100,16.550493
101,23.702364
102,19.271221
103,45.430813
104,14.825106
105,92.45213
106,17.96819
107,190.52324
108,68.04739
109,21.30355
110,151.23595
111,30.198956
112,14.902372
113,52.22861
114,73.49158
115,17.145554
116,28.558212
117,22.570885
118,43.639175
119,69.26552
120,18.000343
121,101.78588
122,35.125732
123,43.857727
124,89.006355
125,30.916727
126,19.398516
127,24.031778
128,17.774935
129,80.94719
130,55.903675
131,26.967844
132,16.843044
133,26.66472
134,25.826477
135,22.107626
136,24.019566
137,8.938428
138,57.778816
139,33.150784
140,38.084248
141,16.150848
142,27.297007
143,138.98169
144,29.972109
145,84.37143
146,17.76833
147,12.632589
148,903.60767
149,113.49045
150,37.181965
151,23.87591
152,114.43882
153,46.389156
154,14.265224
155,15.399803
156,21.539412
157,47.67669
158,137.61981
159,20.421333
160,49.223076
161,17.012407
162,18.506905
163,36.903397
164,22.627167
165,48.554028
166,31.09584
167,25.456905
168,52.686443
169,51.20282
170,25.930138
171,539.3552
172,17.649702
173,73.443146
174,29.921015
175,15.781094
176,30.059227
177,846.2767
178,14.420893
179,28.604809
180,212.4869
181,85.162735
182,42.329044
183,18.03148
184,29.15453
185,14.988065
186,33.826267
187,44.01174
188,17.890032
189,167.69524
190,18.728533
191,95.47431
192,29.12182
193,15.973509
194,26.579899
195,23.225044
196,164.73857
197,28.478777
198,34.625916
199,51.06772
200,23.272295
201,40.234154
202,20.269094
203,22.398073
204,152.51009
205,19.37416
206,22.38833
207,31.990948
208,19.205137
209,35.69635
210,32.188225
211,74.95848
212,33.081623
213,32.796925
214,41.28595
215,26.252298
216,50.867706
217,12.108424
218,16.373444
219,37.527626
220,40.27152
221,23.417273
222,26.784933
223,35.668705
224,13.492402
225,16.246813
226,24.385492
227,33.672466
228,88.04704
229,27.678953
230,43.11881
231,17.055391
232,34.865364
233,28.31186
234,80.85584
235,17.683535
236,48.032505
237,16.33008
238,27.34884
239,46.347134
240,32.54559
241,42.772167
242,19.946062
243,43.857727
244,35.81907
245,32.868988
246,20.59242
247,42.163216
248,58.676895
249,13.493698
250,33.639687
251,33.32373
252,19.635557
253,43.107903
254,32.814728
255,352.4645
256,45.679825
257,31.908821
258,34.190563
259,37.013145
260,55.154896
261,25.682508
262,18.451708
263,19.04789
264,25.312067
265,14.22064
266,25.57249
267,26.407913
268,22.573847
269,24.72793
270,62.77922
271,32.39881
272,23.654093
273,17.700348
274,74.7858
275,34.18196
276,20.326696
277,45.202286
278,66.957924
279,25.446135
280,32.691628
281,186.23325
282,28.986544
283,22.58084
284,80.972824
285,45.979446
286,21.212122
287,14.49063
288,23.35306
289,26.60495
290,34.853146
291,28.685455
292,12.538254
293,20.210281
294,17.998934
295,36.859848
296,190.60683
297,56.533764
298,22.184896
299,26.391073
300,40.014477
301,339.278
302,24.442757
303,21.117403
304,20.204487
305,40.437992
306,15.175709
307,22.207594
308,33.493134
309,34.792812
310,32.43586
311,28.01392
312,31.065544
313,31.000732
314,27.083492
315,63.08013
316,15.655151
317,22.486217
318,58.230106
319,61.236454
320,24.287754
321,21.021936
322,20.392706
323,18.237688
324,42.578526
325,27.93872
326,24.80733
327,32.111828
328,67.88606
329,26.11022
330,20.991255
331,23.931116
332,17.449814
333,45.101208
334,49.82083
335,24.76698
336,21.083332
337,32.18021
338,26.772608
339,29.788586
340,123.40005
341,74.07736
342,58.441204
343,22.540188
344,57.39831
345,32.14377
346,20.521782
347,83.44114
348,23.877617
349,19.48481
350,28.655376
351,18.428543
352,21.090199
353,43.18084
354,89.74374
355,64.35724
356,16.146147
357,153.5019
358,18.216743
359,13.23421
360,121.86019
361,39.585415
362,18.925434
363,16.629108
364,49.9479
365,20.27242
366,31.404133
367,38.445637
368,33.48606
369,16.390512
370,14.336752
371,18.979826
372,13.9758835
373,13.6741
374,17.782185
375,14.310834
376,23.231993
377,23.444883
378,16.855896
379,111.65655
380,138.55475
381,88.13048
382,62.495228
383,42.78062
384,30.12768
385,15.306574
386,28.772013
387,64.15302
388,29.846212
389,22.441072
390,36.56856
391,55.072056
392,22.573847
393,30.609362
394,46.542587
395,18.50078
396,49.495552
397,14.150775
398,20.298967
399,42.83558
400,73.24102
401,32.54611
402,15.67528
403,73.989136
404,32.855724
405,16.59297
406,16.179361
407,74.8762
408,13.814995
409,39.99091
410,17.418425
411,145.67087
412,67.43412
413,69.277214
414,12.824003
415,48.952557
416,282.87848
417,21.172297
418,29.758366
419,16.656088
420,30.006422
421,25.039806
422,62.375866
423,55.498444
424,19.52545
425,38.20703
426,96.08814
427,12.742486
428,23.756577
429,7.4118967
430,16.829975
431,27.631956
432,29.455444
433,16.89243
434,72.947174
435,14.057847
436,16.705898
437,17.554808
438,163.35031
439,35.31991
440,22.279896
441,24.155083
442,33.92362
443,32.257256
444,29.147793
445,17.860996
446,57.198605
447,28.122705
448,17.254242
449,40.126163
450,18.198988
451,20.133978
452,17.559334
453,17.965761
454,70.55916
455,13.876813
456,17.989532
457,28.182877
458,41.417812
459,19.557034
460,42.50951
461,22.118229
462,23.769653
463,40.56602
464,24.66736
465,29.384338
466,36.18127
467,20.434208
468,74.85113
469,32.553898
470,38.037617
471,141.73523
472,28.78215
473,67.5034
474,17.137201
475,112.51501
476,17.75014
477,92.53782
478,55.59473
479,81.92375
480,34.533752
481,35.354126
482,19.606045
483,34.972572
484,27.025288
485,113.75094
486,38.060146
487,19.98986
488,18.830137
489,37.56287
490,33.391884
491,43.099216
492,36.544983
493,15.462997
494,43.714485
495,26.689064
496,20.627771
497,18.849276
498,24.689457
499,69.819016
500,37.132023
501,22.33309
502,28.349817
503,23.096823
504,16.447418
505,26.179047
506,16.537292
507,22.61977
508,221.75386
509,28.113285
510,23.042164
511,19.2558
512,141.76463
513,21.96156
514,13.130929
515,48.94215
516,42.53845
517,18.6964
518,32.57489
519,30.764399
520,24.614891
521,19.715004
522,24.94045
523,18.424313
524,22.342026
525,23.145683
526,127.17041
527,19.613508
528,41.283955
529,24.87046
530,25.431
531,19.641092
532,39.615856
533,44.712063
534,31.325443
535,33.45926
536,66.98084
537,27.936016
538,30.976534
539,27.750797
540,17.216778
541,17.532057
542,50.134598
543,26.688114
544,62.571175
545,17.039156
546,17.502111
547,17.128244
548,55.11592
549,50.44161
550,13.991849
551,22.752956
552,17.22816
553,31.554176
554,32.430702
555,38.53757
556,19.454254
557,50.929165
558,18.824347
559,61.965393
560,41.357258
561,43.825314
562,28.091137
563,21.24716
564,34.362534
565,23.071627
566,50.134514
567,74.070496
568,16.141258
569,25.505875
570,21.647581
571,45.060833
572,19.633472
573,78.05074
574,27.261421
575,38.225124
576,24.199978
577,38.570812
578,22.762375
579,139.01213
580,42.421112
581,40.394623
582,17.228321
583,16.753448
584,132.94438
585,16.453688
586,20.082973
587,61.841457
588,28.314648
589,12.990001
590,17.422285
591,17.816805
592,32.769592
593,17.76833
594,67.99931
595,124.216866
596,26.750301
597,157.15926
598,54.636414
599,21.985939
600,24.333876
601,15.143503
602,42.073715
603,36.3867
604,21.843327
605,61.215446
606,18.112514
607,30.409298
608,50.48853
609,33.096764
610,38.918747
611,69.4913
612,41.433815
613,65.22225
614,167.55403
615,104.23939
616,45.316326
617,119.42419
618,23.816742
619,77.42465
620,26.476238
621,19.269772
622,32.142147
623,19.698425
624,28.726221
625,15.526762
626,50.192932
627,19.542576
628,30.685387
629,10.676226
630,170.36438
631,95.18649
632,21.24716
633,13.654395
634,36.30418
635,49.76688
636,34.58935
637,17.76294
638,36.109997
639,19.690083
640,115.71434
641,40.141983
642,70.47571
643,36.43316
644,20.115318
645,25.455448
646,36.54879
647,144.04431
648,26.029997
649,90.0698
650,27.637896
651,37.795784
652,56.210594
653,49.977085
654,19.315512
655,19.671978
656,36.677097
657,16.47802
658,123.52117
659,24.573463
660,66.09251
661,19.191652
662,20.497572
663,18.796547
664,18.434973
665,207.8674
666,28.674812
667,18.464457
668,24.965172
669,25.066778
670,20.15546
671,33.302444
672,58.29609
673,28.963675
674,20.145102
675,17.92791
676,24.66738
677,17.349415
678,42.065914
679,25.486715
680,22.76144
681,51.49962
682,20.064161
683,25.923473
684,28.546791
685,39.04006
686,23.934242
687,26.639694
688,48.447445
689,20.4098
690,22.380949
691,14.30571
692,16.000458
693,20.955593
694,19.153595
695,73.85731
696,27.058054
697,14.65522
698,22.484102
699,20.54712
700,74.57721
701,14.027428
702,12.904419
703,48.280216
704,45.10587
705,15.136963
706,27.963438
707,30.167961
708,63.20005
709,12.640962
710,12.092763
711,48.518055
712,27.364248
713,63.334824
714,41.04079
715,26.476416
716,23.555851
717,47.636272
718,17.26695
719,18.939083
720,27.800535
721,19.319939
722,12.874436
723,24.936468
724,26.915634
725,41.662952
726,120.57657
727,180.75282
728,148.60179
729,12.191409
730,18.789019
731,65.51575
732,34.265884
733,156.2246
734,41.8847
735,30.209312
736,30.531555
737,46.453724
738,22.411102
739,185.48434
740,218.69862
741,29.360392
742,45.526978
743,59.020233
744,33.57139
745,10.844668
746,18.784529
747,37.014
748,40.693996
749,255.10696
750,29.60953
751,194.01817
752,12.366448
753,31.567886
754,20.83697
755,13.7405405
756,34.795143
757,17.241264
758,36.937435
759,17.508032
760,38.135513
761,14.783333
762,13.948341
763,16.758858
764,27.654888
765,15.420841
766,13.787921
767,80.99714
768,18.922361
769,25.556189
770,16.078026
771,65.84008
772,18.755371
773,23.36827
774,23.951876
775,40.31268
776,21.624262
777,17.474613
778,20.200514
779,40.96421
780,20.518679
781,18.682293
782,24.588076
783,21.24649
784,22.521399
785,129.83882
786,20.55143
787,16.182962
788,21.051096
789,18.379038
790,42.214394
791,45.14658
792,65.331535
793,43.20831
794,41.489304
795,18.321356
796,90.14409
797,70.30989
798,18.523687
799,26.543434
800,22.99944
801,34.19986
802,42.558125
803,17.901426
804,14.772349
805,42.772167
806,21.692324
807,16.554955
808,46.37508
809,36.951557
810,22.92561
811,33.93056
812,36.444763
813,18.96895
814,24.211155
815,38.093624
816,71.192314
817,20.65743
818,23.548252
819,15.6628685
820,15.459269
821,21.214764
822,40.98062
823,44.842014
824,18.216423
825,19.590855
826,30.171097
827,24.048029
828,22.129255
829,19.461731
830,13.821619
831,30.425215
832,18.982422
833,18.419603
834,41.976738
835,20.170343
836,23.319887
837,31.883991
838,37.849323
839,754.5051
840,17.162924
841,27.519148
842,119.71112
843,11.9431
844,23.053602
845,27.690258
846,43.52714
847,134.97919
848,70.224625
849,58.16761
850,47.516487
851,19.03079
852,15.776014
853,38.57404
854,29.899527
855,22.858984
856,55.56392
857,23.861153
858,46.90566
859,41.20979
860,136.541
861,32.40723
862,63.36895
863,15.427052
864,14.743826
865,37.98531
866,32.360073
867,18.03585
868,19.049887
869,17.03287
870,263.93613
871,21.740894
872,42.459476
873,17.852549
874,94.156006
875,876.51697
876,15.451403
877,38.903873
878,39.81904
879,38.558548
880,37.248013
881,17.113577
882,57.456345
883,39.84772
884,17.851206
885,28.201975
886,52.255405
887,18.089209
888,19.059923
889,29.39094
890,438.40396
891,18.211737
892,17.369322
893,33.218613
894,54.067604
895,28.192333
896,45.54272
897,31.294529
898,26.147833
899,40.092712
900,86.760605
901,21.967138
902,38.445324
903,18.00029
904,36.83828
905,20.20702
906,30.10352
907,304.0218
