id,target
1,922351.75
2,115381.15
3,124533.13
4,148180.73
5,71294.89
6,279758.38
7,49397.594
8,75815.02
9,67022.95
10,685919.9
11,25100.215
12,73479.81
13,6076.6523
14,4697.869
15,2310194.0
16,34041.848
17,142223.34
18,6558.0054
19,161449.95
20,713827.75
21,57198.58
22,16832.27
23,24563.402
24,277495.5
25,152015.97
26,70784.26
27,111303.58
28,157386.61
29,35633.535
30,397235.56
31,93357.79
32,94307.86
33,150179.6
34,381362.44
35,910506.06
36,512940.84
37,245314.69
38,21873.885
39,149890.84
40,1069878.5
41,193070.42
42,25496.11
43,272273.34
44,21290.629
45,152714.47
46,29439.17
47,190089.1
48,745400.25
49,3282.9922
50,15779.61
51,8767.503
52,118400.32
53,2757.6042
54,10768.655
55,228125.81
56,95763.05
57,795869.4
58,61659.332
59,125978.51
60,102255.555
61,186621.06
62,144197.11
63,322137.03
64,9674.433
65,336454.16
66,77787.086
67,208384.03
68,188674.56
69,276509.34
70,79270.05
71,69702.39
72,215546.62
73,11197.178
74,11764.095
75,151113.58
76,3267.6353
77,193416.16
78,122822.19
79,55803793000.0
80,547658.2
81,434565.94
82,175111.19
83,5739.7544
84,162815.42
85,74323.086
86,48263.13
87,734708.0
88,34273.465
89,506135.9
90,41558.723
91,17688.195
92,192880.31
93,320997.47
94,164970.31
95,110988.97
96,1610511.1
97,230997.9
98,163099.83
99,17826.576
100,94046.586
101,342537.62
102,215536.77
103,24753.443
104,171403.52
105,161959.64
106,238925.92
107,39685.414
108,126233.836
109,43220.332
110,299923.53
111,34898.74
112,130482.64
113,131285.48
114,472480.1
115,23123.322
116,89164.69
117,6639.0117
118,337163.38
119,387845.28
120,178307.16
121,264892.6
122,227429.61
123,378566.84
124,56567.562
125,907015.1
126,266085.38
127,57419.99
128,165362.06
129,977949.94
130,76756.28
131,422580.2
132,2844.3154
133,168261.62
134,52394.66
135,19879.816
136,718601.44
137,202343.64
138,137808.9
139,103410.22
140,46574.098
141,14860.868
142,105313.64
143,59424.875
144,85355.21
145,9197066.0
146,150087.67
147,59890.73
148,2869632.0
149,336676.9
150,31000.54
151,369113.44
152,10074.559
153,72430.07
154,125291.484
155,172899.83
156,8658.588
157,54550.86
158,402417.03
159,18984.357
160,7613.553
161,155996.73
162,399374.9
163,41313.95
164,182626.33
165,267773.88
166,7680.3774
167,88421.53
168,103013.24
169,188476.92
170,6855.756
171,3724429000.0
172,175263.22
173,184593.44
174,2525170.0
175,5180.46
176,10329.393
177,1355769.8
178,61850.977
179,79728.2
180,120707.14
181,629283.56
182,24983.69
183,33383.082
184,5657.9795
185,128960.74
186,29519.213
187,24578.236
188,37685.453
189,30020.598
190,157248.89
191,163152.4
192,57176.33
193,20573.496
194,14768.252
195,5183.7026
196,472900.22
197,700895.44
198,16683.982
199,132645.45
200,4968.782
201,228004.89
202,160101.75
203,433036.47
204,42250.33
205,172259.75
206,4930.8125
207,21060.0
208,243912.67
209,9975.321
210,973336.8
211,202192.22
212,115254.234
213,31057.979
214,209379.06
215,39249.62
216,1869172.0
217,52935.594
218,12682.995
219,80475.164
220,143052.31
221,238374.92
222,207887.61
223,230415.06
224,29301.834
225,236522.34
226,13987.3545
227,52270.24
228,45873990.0
229,466783.16
230,135656.45
231,3206.7717
232,80442.625
233,970.37646
234,524989.25
235,69586.625
236,512504.7
237,135722.84
238,145265.72
239,49380.31
240,75947.09
241,370327.06
242,142470.95
243,378566.84
244,112711.12
245,304754.47
246,307400.8
247,72752.81
248,376278.7
249,129159.39
250,12401.2295
251,86413.1
252,209055.05
253,17083.727
254,42779.98
255,19553704.0
256,212703.7
257,89609.586
258,163586.62
259,49426.434
260,364256.2
261,130545.625
262,219503.61
263,576019.7
264,159099.16
265,23696.66
266,17983.148
267,333100.88
268,129452.15
269,152169.0
270,1098455.1
271,344194.22
272,11671.804
273,147726.39
274,5159790.0
275,568726.56
276,44750.42
277,6626.8584
278,207006.23
279,42756.812
280,294698.34
281,237052.11
282,172752.14
283,48949.457
284,31685.637
285,221859.47
286,5676.2607
287,89219.04
288,90460.07
289,23741.201
290,4999.742
291,90566.766
292,76892.05
293,212788.31
294,40351.04
295,84335.36
296,150810.53
297,158245.84
298,361846.75
299,85303.45
300,106295.63
301,120879.25
302,783757.75
303,23324.924
304,222084.92
305,124067.97
306,160511.16
307,4440.5806
308,173119.44
309,10758.348
310,130547.62
311,43290.09
312,137631.86
313,85969.31
314,96110.63
315,190094.72
316,35286.324
317,314369.38
318,144135.11
319,26783.04
320,220345.08
321,11452.113
322,15308.204
323,215160.11
324,52011.46
325,9515.958
326,72192.836
327,503702.28
328,1001623.7
329,147618.64
330,252887.11
331,351001.62
332,9390.48
333,8846.655
334,83427.17
335,439139.9
336,308811.5
337,146783.52
338,6819.8066
339,28867.434
340,173220.02
341,118257.68
342,146687.23
343,416822.94
344,131729.22
345,100238.625
346,2195.2207
347,221750.33
348,561597.56
349,203010.48
350,180702.06
351,73647.21
352,309237.94
353,78916.88
354,12631371.0
355,815782.4
356,13670.549
357,6731.604
358,168969.33
359,121292.195
