id,target
1,890972.0
2,114216.6
3,149088.06
4,82244.96
5,115047.664
6,273803.9
7,1076680.1
8,9266.109
9,102132.85
10,570338.06
11,14095.306
12,72276.195
13,16727.127
14,7881.878
15,648238.3
16,224498.25
17,130898.43
18,12167.544
19,268145.2
20,276612.22
21,77237.695
22,16047.192
23,1025.8037
24,231717.19
25,317707.34
26,89958.086
27,44425.25
28,278372.6
29,68007.44
30,17074.947
31,105153.07
32,172629.45
33,141302.39
34,204022.47
35,3044856.2
36,614645.8
37,74687.81
38,80325.1
39,127421.22
40,9771664.0
41,448071.2
42,8317.09
43,583323.44
44,69915.234
45,49999.53
46,31113.684
47,140763.7
48,1206119.0
49,3343.2185
50,36683.652
51,13137.713
52,130348.81
53,15134.725
54,27069.598
55,156698.28
56,84912.97
57,767224.56
58,75246.18
59,155659.39
60,62776.19
61,120414.07
62,211421.52
63,414377.47
64,3659.586
65,380383.9
66,186228.16
67,149115.22
68,204342.98
69,156495.62
70,216789.95
71,13240.307
72,174563.95
73,30933.793
74,35260.758
75,184499.45
76,3208.8618
77,327431.62
78,86080.06
79,8959785.0
80,118328.76
81,251650.05
82,172527.58
83,3792.5566
84,28439.744
85,169963.28
86,30288.338
87,611714.3
88,14085.2
89,181781.14
90,83315.38
91,45550.625
92,116870.9
93,192713.92
94,88940.13
95,131740.14
96,18617144.0
97,145265.58
98,47446.35
99,85229.21
100,113768.59
101,297571.9
102,306187.47
103,11142.335
104,385883.25
105,217566.23
106,398580.4
107,43447.59
108,204886.25
109,12611.911
110,520055.44
111,61094.94
112,387368.06
113,21749796.0
114,220122.23
115,29754.375
116,92451.05
117,9976.71
118,177761.62
119,312485.97
120,196283.38
121,384235.16
122,124755.77
123,790856.8
124,13171.324
125,1441421.2
126,159912.98
127,26770.908
128,229821.66
129,324150.34
130,77814.09
131,85349.516
132,1468.563
133,2951981.0
134,27335.697
135,18026.3
136,804141.9
137,59124.082
138,51296.14
139,197635.22
140,24112.35
141,28585.28
