id,target
1,36.840473
2,23.543371
3,43.645924
4,36.211395
5,32.134636
6,15.347002
7,38.21096
8,28.120436
9,20.478119
10,28.16528
11,19.239117
12,33.25077
13,24.589216
14,33.885925
15,38.004524
16,33.840874
17,33.571373
18,13.879868
19,40.345688
20,38.97612
21,20.247112
22,42.029755
23,17.987152
24,35.27333
25,33.40679
26,74.2654
27,23.09124
28,27.06601
29,18.888338
30,131.53067
31,31.038788
32,19.414688
33,32.373558
34,10.101124
35,26.591394
36,32.711628
37,47.11085
38,9.241078
39,32.757656
40,54.26508
41,20.204567
42,58.452286
43,43.491455
44,24.862474
45,29.345028
46,42.968407
47,23.469227
48,43.50927
49,15.997557
50,24.642313
51,22.228485
52,16.475239
53,33.648823
54,17.11201
55,35.20335
56,37.257744
57,31.177685
58,34.72901
59,41.6441
60,26.991104
61,17.519283
62,18.760958
63,46.561386
64,26.9173
65,30.10555
66,36.89577
67,53.36587
68,25.536942
69,33.0336
70,29.23205
71,70.88374
72,36.37725
73,24.374352
74,89.586975
75,33.12186
76,46.869076
77,47.083202
78,19.653522
79,11.3489
80,31.130669
81,48.707584
82,26.356848
83,37.184708
84,22.931702
85,27.259583
86,91.107895
87,36.63605
88,18.851992
89,26.640142
90,20.306343
91,19.08821
92,18.80445
93,14.2945
94,32.510098
95,27.576817
96,30.977615
97,55.62461
98,12.687872
99,23.193144
100,25.787401
101,27.304497
102,36.12095
103,48.074295
104,33.241127
105,44.696346
106,24.425009
107,50.256977
108,42.299496
109,21.66097
110,49.836708
111,22.512259
112,39.66312
113,21.925472
114,23.706034
115,20.626827
116,33.78918
117,16.802505
118,67.42802
119,9.914746
120,29.721794
121,34.760742
122,11.256402
123,75.3326
124,58.606762
125,20.108562
126,36.13213
127,23.525356
128,34.63426
129,36.4314
130,21.55342
131,19.935373
132,37.654346
133,22.004974
134,52.80543
135,24.764313
136,37.47524
137,49.428047
138,18.239141
139,36.449158
140,18.655329
141,24.024254
142,17.976982
143,33.582775
144,35.362362
145,18.219877
146,33.78923
147,29.709175
148,739.84076
149,35.63513
150,12.250056
151,43.41378
152,33.486233
153,26.49555
154,27.8789
155,25.345406
156,20.995045
157,18.700989
158,43.91465
159,16.758743
160,20.09495
161,28.967562
162,30.80357
163,52.27377
164,29.179615
165,18.984966
166,24.004591
167,16.685545
168,7.2124662
169,57.844437
170,38.683704
171,15.886709
172,65.76465
173,31.993317
174,50.110844
175,31.12333
176,26.898083
177,356.17633
178,30.079035
179,31.110779
180,47.080738
181,19.080088
182,22.349813
183,62.926525
184,16.17216
185,45.8741
186,16.778595
187,16.205816
188,77.08035
189,29.647934
190,41.934715
191,42.025047
192,34.870613
193,21.234968
194,26.871635
195,22.61324
196,39.62928
197,24.629515
198,23.709154
199,26.512672
200,18.192623
201,31.017498
202,22.405807
203,58.530155
204,55.282818
205,47.55701
206,13.158799
207,17.677975
208,25.423647
209,14.310272
210,9.203763
211,52.634296
212,15.063208
213,21.583055
214,91.093575
215,23.396446
216,40.659725
217,28.160738
218,23.639126
219,18.214375
220,25.963211
221,17.092031
222,14.92784
223,39.62432
224,57.498478
225,49.62154
226,57.722
227,62.121384
228,39.258064
229,28.563843
230,23.50754
231,21.471914
232,19.966593
233,66.03043
234,49.6753
235,48.616104
236,30.35566
237,22.690517
238,39.22906
239,29.189526
240,12.074496
241,75.3724
242,21.78644
243,75.3326
244,16.607841
245,34.158962
